date,Adjusted,x50day.SMA,x200day.SMA,cross
2018-05-15,184.320007,170.60019985999995,174.85410003000013,NA
2018-05-16,183.199997,170.67860011999997,174.9134500800001,NA
2018-05-17,183.759995,170.74700008,174.9832000650001,NA
2018-05-18,182.679993,170.74799983999998,175.05270003500013,NA
2018-05-21,184.490005,170.75479977999998,175.11959998500012,NA
2018-05-22,183.800003,170.73999995999998,175.19910003000007,NA
2018-05-23,186.899994,170.72080011999998,175.2700000700001,NA
2018-05-24,185.929993,170.82119989999995,175.3446000600001,NA
2018-05-25,184.919998,170.85599971999997,175.4181000450001,NA
2018-05-29,185.740005,170.87719966,175.4868000700001,NA
2018-05-30,187.669998,170.89019983999998,175.5785001250001,NA
2018-05-31,191.779999,171.19239984,175.67645010500007,NA
2018-06-01,193.990005,171.66499993999997,175.78160010000002,NA
2018-06-04,193.279999,172.15700006,175.89655012500003,NA
2018-06-05,192.940002,172.72480005999998,176.01295012000003,NA
2018-06-06,191.339996,173.39580012000002,176.1431001100001,NA
2018-06-07,188.179993,174.02140007999998,176.26275007000007,NA
2018-06-08,189.100006,174.74059992000002,176.3647500400001,NA
2018-06-11,191.539993,175.46200006000004,176.46205007500012,NA
2018-06-12,192.399994,176.09700006,176.57620000500006,golden
2018-06-13,192.410004,176.83719996000008,176.6994999500001,NA
2018-06-14,196.809998,177.56320002000004,176.8299499350001,NA
2018-06-15,195.850006,178.39739986,176.97779990000006,NA
2018-06-18,198.309998,179.12760006,177.11679991500006,NA
2018-06-19,197.490005,179.94980008000002,177.25874991500007,NA
2018-06-20,202,180.74100032,177.38634993500003,NA
2018-06-21,201.5,181.48020046000002,177.53624991500004,NA
2018-06-22,201.740005,182.18380032000002,177.69014991000003,NA
2018-06-25,196.350006,182.94120052000002,177.83839995500003,NA
2018-06-26,199,183.57780056000004,177.95409995000006,NA
2018-06-27,195.839996,184.26120052000002,178.09434996500005,NA
2018-06-28,196.229996,184.80480036,178.20599997000005,NA
2018-06-29,194.320007,185.40220026000003,178.32234991500005,NA
2018-07-02,197.360001,185.92660027999997,178.42869993500005,NA
2018-07-03,192.729996,186.54820032,178.56069990500006,NA
2018-07-05,198.449997,187.08600032,178.66614989000013,NA
2018-07-06,203.229996,187.86120022000003,178.8083499000001,NA
2018-07-09,204.740005,188.73200010000008,178.96189986000013,NA
2018-07-10,203.539993,189.34360012000002,179.1247498950001,NA
2018-07-11,202.539993,189.94260006000005,179.2868998550001,NA
2018-07-12,206.919998,190.55339992,179.44689985500008,NA
2018-07-13,207.320007,191.21459986000002,179.66714987000012,NA
2018-07-16,207.229996,191.83959986,179.88269987000007,NA
2018-07-17,209.990005,192.50379970000003,180.08044988500006,NA
2018-07-18,209.360001,193.17139978,180.28674993000004,NA
2018-07-19,208.089996,193.79919978,180.47919996000005,NA
2018-07-20,209.940002,194.38259974000002,180.672299935,NA
2018-07-23,210.910004,194.9281997,180.87219990999998,NA
2018-07-24,214.669998,195.4357998,181.08464994,NA
2018-07-25,217.5,195.98939965999998,181.30179990499997,NA
2018-07-26,176.259995,196.60659967999996,181.52814992499992,NA
2018-07-27,174.889999,196.44539943999993,181.5469498999999,NA
2018-07-30,171.059998,196.2791994799999,181.56344991499986,NA
2018-07-31,172.580002,196.02519953999987,181.55504987999987,NA
2018-08-01,171.649994,195.82319971999993,181.55519987499986,NA
2018-08-02,176.369995,195.56639949999993,181.54474981999985,NA
2018-08-03,177.779999,195.4177993399999,181.55399977499985,NA
2018-08-06,185.690002,195.23539943999992,181.56234976499985,NA
2018-08-07,183.809998,195.23059961999996,181.61064977999987,NA
2018-08-08,185.179993,195.20839961999994,181.65689977999992,NA
2018-08-09,183.089996,195.19719937999994,181.7078997649999,NA
2018-08-10,180.259995,195.10559933999997,181.76699972499992,NA
2018-08-13,180.050003,194.87519925999993,181.8092996849999,NA
2018-08-14,181.110001,194.59639922,181.85654966999994,NA
2018-08-15,179.529999,194.35299925999996,181.90894964999993,NA
2018-08-16,174.699997,194.08479920000002,181.9171996199999,NA
2018-08-17,173.800003,193.75199922,181.89134962999992,NA
2018-08-20,172.5,193.46439942,181.86004965499993,NA
2018-08-21,172.619995,193.1323993,181.8092496349999,NA
2018-08-22,173.639999,192.75399933999998,181.77774961999992,NA
2018-08-23,172.899994,192.37879944,181.75134962499996,NA
2018-08-24,174.649994,191.98859924000004,181.71499960499997,NA
2018-08-27,177.460007,191.54539916000004,181.68699957499996,NA
2018-08-28,176.259995,191.17759918000004,181.67649962,NA
2018-08-29,175.899994,190.73659912000002,181.66129958,NA
2018-08-30,177.639999,190.30479890000007,181.648499515,NA
2018-08-31,175.729996,189.81759888000005,181.64284948999997,NA
2018-09-04,171.160004,189.30219880000004,181.63114943499997,NA
2018-09-05,167.179993,188.69059878000004,181.59719946999994,NA
2018-09-06,162.529999,188.10719852000005,181.53514945499992,NA
2018-09-07,163.039993,187.37779850000004,181.4527994499999,NA
2018-09-10,164.179993,186.72179844000004,181.37429938999995,NA
2018-09-11,165.940002,186.08079838,181.28589934999994,NA
2018-09-12,162,185.51319827999998,181.21124938499995,NA
2018-09-13,161.360001,184.80599826000002,181.10734938999997,NA
2018-09-14,162.320007,184.17859836,180.9989994,NA
2018-09-17,160.580002,183.45599856,180.89849944499997,NA
2018-09-18,160.300003,182.60299867999998,180.82574943,NA
2018-09-19,163.059998,181.71419864,180.74134948,NA
2018-09-20,166.020004,180.90459874000004,180.68114944,death
2018-09-21,162.929993,180.17419896000004,180.653899455,NA
2018-09-24,165.410004,179.29439886,180.60439940999993,NA
2018-09-25,164.910004,178.4561988,180.55114943999996,NA
2018-09-26,166.949997,177.60979896000003,180.47499946499997,NA
2018-09-27,168.839996,176.74899880000004,180.41474945,NA
2018-09-28,164.460007,175.9385987,180.36374946499996,NA
2018-10-01,162.440002,175.06599891999997,180.30124946499996,NA
2018-10-02,159.330002,174.11599891999998,180.22194946,NA
2018-10-03,162.429993,173.08439888,180.12664947500002,NA
2018-10-04,158.850006,172.03959878,180.03789947500002,NA
2018-10-05,157.330002,170.8665989,179.92804947000002,NA
2018-10-08,157.25,170.48799904,179.81714950499997,NA
2018-10-09,157.899994,170.13519906000005,179.71394951000002,NA
2018-10-10,151.380005,169.87199898000006,179.616199495,NA
2018-10-11,153.350006,169.44799904000004,179.48709953499994,NA
2018-10-12,153.740005,169.08199928000002,179.37389953999994,NA
2018-10-15,153.520004,168.62939948000002,179.25449958999994,NA
2018-10-16,158.779999,168.14419958000002,179.13249961999995,NA
2018-10-17,159.419998,167.60599952000004,179.04409957999994,NA
2018-10-18,154.919998,167.11819952000005,178.93409957999995,NA
2018-10-19,154.050003,166.51299962000004,178.78534957999997,NA
2018-10-22,154.779999,165.93219976000003,178.63394958499998,NA
2018-10-23,154.389999,165.42259984000003,178.47359954999996,NA
2018-10-24,146.039993,164.90939976000004,178.30414955,NA
2018-10-25,150.949997,164.20799960000005,178.09499954,NA
2018-10-26,145.369995,163.63639956000006,177.91054954499998,NA
2018-10-29,142.089996,163.04979952000005,177.6985495,NA
2018-10-30,146.220001,162.41559938000003,177.51214950500002,NA
2018-10-31,151.789993,161.88999940000005,177.35129951500002,NA
2018-11-01,151.75,161.47339936000006,177.22224945,NA
2018-11-02,150.350006,161.03559938000006,177.081999435,NA
2018-11-05,148.679993,160.58459962000003,176.9272995,NA
2018-11-06,149.940002,160.06519960000003,176.74384949,NA
2018-11-07,151.529999,159.51479950000004,176.54679946999997,NA
2018-11-08,147.869995,159.02019958,176.37169944999997,NA
2018-11-09,144.960007,158.4595996,176.17364944499997,NA
2018-11-12,141.550003,157.80599976,175.94844947999994,NA
2018-11-13,142.160004,157.12239989999998,175.7262995149999,NA
2018-11-14,144.220001,156.54239989999996,175.5014995599999,NA
2018-11-15,143.850006,156.08320005999997,175.28814956999992,NA
2018-11-16,139.529999,155.70960019999995,175.0419496199999,NA
2018-11-19,131.550003,155.23940031999996,174.78819961999992,NA
2018-11-20,132.429993,154.58680051999997,174.5396496599999,NA
2018-11-21,134.820007,153.91660033999995,174.27524963499994,NA
2018-11-23,131.729996,153.37300047999994,174.0484497049999,NA
2018-11-26,136.380005,152.78040037999995,173.84919967499988,NA
2018-11-27,135,152.26160033999994,173.65054969499985,NA
2018-11-28,136.759995,151.75000029999998,173.44349967499988,NA
2018-11-29,138.679993,151.27920013999997,173.26154967999992,NA
2018-11-30,140.610001,150.79160003999996,173.05734962499992,NA
2018-12-03,141.089996,150.28339997999998,172.8605995949999,NA
2018-12-04,137.929993,149.84660004,172.6792495699999,NA
2018-12-06,139.630005,149.29699982,172.48884955999992,NA
2018-12-07,137.419998,148.79139984,172.2974495649999,NA
2018-12-10,141.850006,148.20079986,172.08959952999993,NA
2018-12-11,142.080002,147.66100006,171.88239959499995,NA
2018-12-12,144.5,147.21339995999998,171.66814963999997,NA
2018-12-13,145.009995,146.85459991999997,171.48334960499994,NA
2018-12-14,144.059998,146.56819978,171.31679954499995,NA
2018-12-17,140.190002,146.20079988,171.15739952499993,NA
2018-12-18,143.660004,145.8275998,170.97524955999995,NA
2018-12-19,133.240005,145.55419984,170.79154960999998,NA
2018-12-20,133.399994,145.07399994,170.55884963999998,NA
2018-12-21,124.949997,144.58399993999998,170.30729957499997,NA
2018-12-24,124.059998,144.05539978,170.02034957999996,NA
2018-12-26,134.179993,143.46959962,169.71449958999995,NA
2018-12-27,134.520004,143.07839938,169.46159957999996,NA
2018-12-28,133.199997,142.69839938000004,169.22479957499996,NA
2018-12-31,131.089996,142.18679934000002,168.96984954999994,NA
