X,Y,District,Long,Lat,Polygon,Dist_Index
114.11965942382812,22.27328491210949,Central and Western,114.11965942382812,22.27328491210949,1,1
114.11945343017578,22.27328491210949,Central and Western,114.11945343017578,22.27328491210949,1,1
114.11819458007824,22.273210525512695,Central and Western,114.11819458007824,22.273210525512695,1,1
114.117919921875,22.273193359375,Central and Western,114.117919921875,22.273193359375,1,1
114.117919921875,22.27347183227539,Central and Western,114.117919921875,22.27347183227539,1,1
114.11763763427746,22.27347183227539,Central and Western,114.11763763427746,22.27347183227539,1,1
114.11763763427746,22.27375030517578,Central and Western,114.11763763427746,22.27375030517578,1,1
114.11736297607422,22.27375030517578,Central and Western,114.11736297607422,22.27375030517578,1,1
114.11736297607422,22.27403068542492,Central and Western,114.11736297607422,22.27403068542492,1,1
114.11680603027344,22.27403068542492,Central and Western,114.11680603027344,22.27403068542492,1,1
114.11680603027344,22.274311065673885,Central and Western,114.11680603027344,22.274311065673885,1,1
114.11653137207043,22.274311065673885,Central and Western,114.11653137207043,22.274311065673885,1,1
114.11653137207043,22.274860382080135,Central and Western,114.11653137207043,22.274860382080135,1,1
114.11624908447266,22.274860382080135,Central and Western,114.11624908447266,22.274860382080135,1,1
114.11624908447266,22.2751407623291,Central and Western,114.11624908447266,22.2751407623291,1,1
114.11597442626953,22.2751407623291,Central and Western,114.11597442626953,22.2751407623291,1,1
114.11597442626953,22.276807785034237,Central and Western,114.11597442626953,22.276807785034237,1,1
114.11624908447266,22.276807785034237,Central and Western,114.11624908447266,22.276807785034237,1,1
114.11624908447266,22.27847290039074,Central and Western,114.11624908447266,22.27847290039074,1,1
114.11653137207043,22.27847290039074,Central and Western,114.11653137207043,22.27847290039074,1,1
114.11653137207043,22.279306411743164,Central and Western,114.11653137207043,22.279306411743164,1,1
114.11680603027344,22.279306411743164,Central and Western,114.11680603027344,22.279306411743164,1,1
114.11680603027344,22.279861450195313,Central and Western,114.11680603027344,22.279861450195313,1,1
114.11708068847668,22.279861450195313,Central and Western,114.11708068847668,22.279861450195313,1,1
114.11708068847668,22.280139923095703,Central and Western,114.11708068847668,22.280139923095703,1,1
114.11736297607422,22.280139923095703,Central and Western,114.11736297607422,22.280139923095703,1,1
114.11736297607422,22.280416488647518,Central and Western,114.11736297607422,22.280416488647518,1,1
114.1178665161134,22.280416488647518,Central and Western,114.1178665161134,22.280416488647518,1,1
114.117919921875,22.280971527099666,Central and Western,114.117919921875,22.280971527099666,1,1
114.11819458007824,22.280971527099666,Central and Western,114.11819458007824,22.280971527099666,1,1
114.11819458007824,22.281528472900447,Central and Western,114.11819458007824,22.281528472900447,1,1
114.11875152587913,22.281528472900447,Central and Western,114.11875152587913,22.281528472900447,1,1
114.11875152587913,22.281805038452205,Central and Western,114.11875152587913,22.281805038452205,1,1
114.11902618408203,22.281805038452205,Central and Western,114.11902618408203,22.281805038452205,1,1
114.11902618408203,22.282083511352596,Central and Western,114.11902618408203,22.282083511352596,1,1
114.12014007568371,22.282083511352596,Central and Western,114.12014007568371,22.282083511352596,1,1
114.12014007568371,22.282363891601562,Central and Western,114.12014007568371,22.282363891601562,1,1
114.12041473388672,22.282363891601562,Central and Western,114.12041473388672,22.282363891601562,1,1
114.12041473388672,22.2826385498048,Central and Western,114.12041473388672,22.2826385498048,1,1
114.12124633789074,22.2826385498048,Central and Western,114.12124633789074,22.2826385498048,1,1
114.12124633789074,22.282917022705192,Central and Western,114.12124633789074,22.282917022705192,1,1
114.12264251708984,22.282917022705192,Central and Western,114.12264251708984,22.282917022705192,1,1
114.12264251708984,22.28319358825695,Central and Western,114.12264251708984,22.28319358825695,1,1
114.12374877929699,22.28319358825695,Central and Western,114.12374877929699,22.28319358825695,1,1
114.12374877929699,22.28347206115734,Central and Western,114.12374877929699,22.28347206115734,1,1
114.12430572509777,22.28347206115734,Central and Western,114.12430572509777,22.28347206115734,1,1
114.12430572509777,22.28375053405773,Central and Western,114.12430572509777,22.28375053405773,1,1
114.12513732910156,22.28375053405773,Central and Western,114.12513732910156,22.28375053405773,1,1
114.12513732910156,22.284027099609375,Central and Western,114.12513732910156,22.284027099609375,1,1
114.12541961669945,22.284027099609375,Central and Western,114.12541961669945,22.284027099609375,1,1
114.12541961669945,22.284860610961914,Central and Western,114.12541961669945,22.284860610961914,1,1
114.12569427490234,22.284860610961914,Central and Western,114.12569427490234,22.284860610961914,1,1
114.12569427490234,22.285972595214844,Central and Western,114.12569427490234,22.285972595214844,1,1
114.12625122070324,22.285972595214844,Central and Western,114.12625122070324,22.285972595214844,1,1
114.12625122070324,22.28624916076666,Central and Western,114.12625122070324,22.28624916076666,1,1
114.12652587890625,22.28624916076666,Central and Western,114.12652587890625,22.28624916076666,1,1
114.12652587890625,22.28652763366705,Central and Western,114.12652587890625,22.28652763366705,1,1
114.1281967163086,22.28652763366705,Central and Western,114.1281967163086,22.28652763366705,1,1
114.1281967163086,22.286804199218807,Central and Western,114.1281967163086,22.286804199218807,1,1
114.12875366210937,22.286804199218807,Central and Western,114.12875366210937,22.286804199218807,1,1
114.12875366210937,22.287361145019588,Central and Western,114.12875366210937,22.287361145019588,1,1
114.12930297851574,22.287361145019588,Central and Western,114.12930297851574,22.287361145019588,1,1
114.12930297851574,22.28763961791998,Central and Western,114.12930297851574,22.28763961791998,1,1
114.13153076171898,22.28763961791998,Central and Western,114.13153076171898,22.28763961791998,1,1
114.13153076171898,22.288194656372127,Central and Western,114.13153076171898,22.288194656372127,1,1
114.13180541992187,22.288194656372127,Central and Western,114.13180541992187,22.288194656372127,1,1
114.13180541992187,22.288473129272518,Central and Western,114.13180541992187,22.288473129272518,1,1
114.132080078125,22.288473129272518,Central and Western,114.132080078125,22.288473129272518,1,1
114.132080078125,22.28902626037592,Central and Western,114.132080078125,22.28902626037592,1,1
114.13263702392578,22.28902626037592,Central and Western,114.13263702392578,22.28902626037592,1,1
114.13263702392578,22.28930473327631,Central and Western,114.13263702392578,22.28930473327631,1,1
114.13291931152355,22.28930473327631,Central and Western,114.13291931152355,22.28930473327631,1,1
114.13291931152355,22.28958320617687,Central and Western,114.13291931152355,22.28958320617687,1,1
114.1334686279298,22.28958320617687,Central and Western,114.1334686279298,22.28958320617687,1,1
114.1334686279298,22.289861679077262,Central and Western,114.1334686279298,22.289861679077262,1,1
114.13430786132812,22.289861679077262,Central and Western,114.13430786132812,22.289861679077262,1,1
114.13430786132812,22.28958320617687,Central and Western,114.13430786132812,22.28958320617687,1,1
114.13652801513683,22.28958320617687,Central and Western,114.13652801513683,22.28958320617687,1,1
114.13652801513683,22.289861679077262,Central and Western,114.13652801513683,22.289861679077262,1,1
114.1376419067384,22.289861679077262,Central and Western,114.1376419067384,22.289861679077262,1,1
114.1376419067384,22.290136337280273,Central and Western,114.1376419067384,22.290136337280273,1,1
114.13874816894531,22.290136337280273,Central and Western,114.13874816894531,22.290136337280273,1,1
114.13874816894531,22.290418624878043,Central and Western,114.13874816894531,22.290418624878043,1,1
114.13903045654308,22.290418624878043,Central and Western,114.13903045654308,22.290418624878043,1,1
114.13903045654308,22.29069519042963,Central and Western,114.13903045654308,22.29069519042963,1,1
114.13957977294933,22.29069519042963,Central and Western,114.13957977294933,22.29069519042963,1,1
114.13957977294933,22.290971755981445,Central and Western,114.13957977294933,22.290971755981445,1,1
114.13986206054687,22.290971755981445,Central and Western,114.13986206054687,22.290971755981445,1,1
114.13986206054687,22.29069519042963,Central and Western,114.13986206054687,22.29069519042963,1,1
114.14013671875011,22.29069519042963,Central and Western,114.14013671875011,22.29069519042963,1,1
114.14013671875011,22.290971755981445,Central and Western,114.14013671875011,22.290971755981445,1,1
114.14180755615234,22.290971755981445,Central and Western,114.14180755615234,22.290971755981445,1,1
114.14180755615234,22.29069519042963,Central and Western,114.14180755615234,22.29069519042963,1,1
114.14236450195312,22.29069519042963,Central and Western,114.14236450195312,22.29069519042963,1,1
114.14236450195312,22.290971755981445,Central and Western,114.14236450195312,22.290971755981445,1,1
114.14347076416016,22.290971755981445,Central and Western,114.14347076416016,22.290971755981445,1,1
114.14347076416016,22.29069519042963,Central and Western,114.14347076416016,22.29069519042963,1,1
114.14458465576172,22.29069519042963,Central and Western,114.14458465576172,22.29069519042963,1,1
114.14458465576172,22.290418624878043,Central and Western,114.14458465576172,22.290418624878043,1,1
114.14514160156261,22.290418624878043,Central and Western,114.14514160156261,22.290418624878043,1,1
114.14514160156261,22.29069519042963,Central and Western,114.14514160156261,22.29069519042963,1,1
114.14653015136719,22.29069519042963,Central and Western,114.14653015136719,22.29069519042963,1,1
114.14653015136719,22.290418624878043,Central and Western,114.14653015136719,22.290418624878043,1,1
114.14736175537132,22.290418624878043,Central and Western,114.14736175537132,22.290418624878043,1,1
114.14736175537132,22.290136337280273,Central and Western,114.14736175537132,22.290136337280273,1,1
114.14791870117187,22.290136337280273,Central and Western,114.14791870117187,22.290136337280273,1,1
114.14791870117187,22.289861679077262,Central and Western,114.14791870117187,22.289861679077262,1,1
114.14847564697266,22.289861679077262,Central and Western,114.14847564697266,22.289861679077262,1,1
114.14847564697266,22.28958320617687,Central and Western,114.14847564697266,22.28958320617687,1,1
114.14986419677746,22.28958320617687,Central and Western,114.14986419677746,22.28958320617687,1,1
114.14986419677746,22.28930473327631,Central and Western,114.14986419677746,22.28930473327631,1,1
114.15041351318382,22.28930473327631,Central and Western,114.15041351318382,22.28930473327631,1,1
114.15041351318382,22.28958320617687,Central and Western,114.15041351318382,22.28958320617687,1,1
114.15069580078125,22.28958320617687,Central and Western,114.15069580078125,22.28958320617687,1,1
114.15069580078125,22.290136337280273,Central and Western,114.15069580078125,22.290136337280273,1,1
114.15097045898437,22.290136337280273,Central and Western,114.15097045898437,22.290136337280273,1,1
114.15097045898437,22.290418624878043,Central and Western,114.15097045898437,22.290418624878043,1,1
114.15235900878918,22.290418624878043,Central and Western,114.15235900878918,22.290418624878043,1,1
114.15235900878918,22.289861679077262,Central and Western,114.15235900878918,22.289861679077262,1,1
114.15291595458996,22.289861679077262,Central and Western,114.15291595458996,22.289861679077262,1,1
114.15291595458996,22.28930473327631,Central and Western,114.15291595458996,22.28930473327631,1,1
114.15374755859375,22.28930473327631,Central and Western,114.15374755859375,22.28930473327631,1,1
114.15374755859375,22.28902626037592,Central and Western,114.15374755859375,22.28902626037592,1,1
114.15347290039074,22.28902626037592,Central and Western,114.15347290039074,22.28902626037592,1,1
114.15347290039074,22.288749694824332,Central and Western,114.15347290039074,22.288749694824332,1,1
114.15374755859375,22.288749694824332,Central and Western,114.15374755859375,22.288749694824332,1,1
114.15374755859375,22.288473129272518,Central and Western,114.15374755859375,22.288473129272518,1,1
114.15458679199219,22.288473129272518,Central and Western,114.15458679199219,22.288473129272518,1,1
114.15458679199219,22.288749694824332,Central and Western,114.15458679199219,22.288749694824332,1,1
114.15625,22.288749694824332,Central and Western,114.15625,22.288749694824332,1,1
114.15625,22.288473129272518,Central and Western,114.15625,22.288473129272518,1,1
114.15721130371094,22.288473129272518,Central and Western,114.15721130371094,22.288473129272518,1,1
114.15736389160156,22.288473129272518,Central and Western,114.15736389160156,22.288473129272518,1,1
114.15736389160156,22.288194656372127,Central and Western,114.15736389160156,22.288194656372127,1,1
114.15791320800793,22.288194656372127,Central and Western,114.15791320800793,22.288194656372127,1,1
114.15791320800793,22.288473129272518,Central and Western,114.15791320800793,22.288473129272518,1,1
114.15985870361328,22.288473129272518,Central and Western,114.15985870361328,22.288473129272518,1,1
114.15985870361328,22.288194656372127,Central and Western,114.15985870361328,22.288194656372127,1,1
114.16097259521496,22.288194656372127,Central and Western,114.16097259521496,22.288194656372127,1,1
114.16097259521496,22.288473129272518,Central and Western,114.16097259521496,22.288473129272518,1,1
114.16124725341797,22.288473129272518,Central and Western,114.16124725341797,22.288473129272518,1,1
114.16124725341797,22.288194656372127,Central and Western,114.16124725341797,22.288194656372127,1,1
114.16152954101574,22.288194656372127,Central and Western,114.16152954101574,22.288194656372127,1,1
114.16152954101574,22.286804199218807,Central and Western,114.16152954101574,22.286804199218807,1,1
114.16124725341797,22.286804199218807,Central and Western,114.16124725341797,22.286804199218807,1,1
114.16124725341797,22.285139083862305,Central and Western,114.16124725341797,22.285139083862305,1,1
114.16097259521496,22.285139083862305,Central and Western,114.16097259521496,22.285139083862305,1,1
114.16097259521496,22.284860610961914,Central and Western,114.16097259521496,22.284860610961914,1,1
114.16124725341797,22.284860610961914,Central and Western,114.16124725341797,22.284860610961914,1,1
114.16124725341797,22.284582138061523,Central and Western,114.16124725341797,22.284582138061523,1,1
114.16097259521496,22.284582138061523,Central and Western,114.16097259521496,22.284582138061523,1,1
114.16097259521496,22.284027099609375,Central and Western,114.16097259521496,22.284027099609375,1,1
114.16124725341797,22.284027099609375,Central and Western,114.16124725341797,22.284027099609375,1,1
114.16124725341797,22.28375053405773,Central and Western,114.16124725341797,22.28375053405773,1,1
114.16180419921875,22.28375053405773,Central and Western,114.16180419921875,22.28375053405773,1,1
114.16180419921875,22.28347206115734,Central and Western,114.16180419921875,22.28347206115734,1,1
114.16231536865234,22.28347206115734,Central and Western,114.16231536865234,22.28347206115734,1,1
114.16236114501953,22.28319358825695,Central and Western,114.16236114501953,22.28319358825695,1,1
114.16374969482422,22.28319358825695,Central and Western,114.16374969482422,22.28319358825695,1,1
114.16374969482422,22.282917022705192,Central and Western,114.16374969482422,22.282917022705192,1,1
114.16486358642578,22.282917022705192,Central and Western,114.16486358642578,22.282917022705192,1,1
114.16486358642578,22.2826385498048,Central and Western,114.16486358642578,22.2826385498048,1,1
114.16596984863281,22.2826385498048,Central and Western,114.16596984863281,22.2826385498048,1,1
114.16596984863281,22.28249168395996,Central and Western,114.16596984863281,22.28249168395996,1,1
114.16596984863281,22.282083511352596,Central and Western,114.16596984863281,22.282083511352596,1,1
114.16625213623058,22.282083511352596,Central and Western,114.16625213623058,22.282083511352596,1,1
114.16625213623058,22.281805038452205,Central and Western,114.16625213623058,22.281805038452205,1,1
114.16680908203148,22.281805038452205,Central and Western,114.16680908203148,22.281805038452205,1,1
114.16680908203148,22.281528472900447,Central and Western,114.16680908203148,22.281528472900447,1,1
114.16697692871094,22.281528472900447,Central and Western,114.16697692871094,22.281528472900447,1,1
114.1137466430664,22.285694122314453,Central and Western,114.1137466430664,22.285694122314453,2,1
114.1137466430664,22.285417556762695,Central and Western,114.1137466430664,22.285417556762695,2,1
114.11458587646496,22.285417556762695,Central and Western,114.11458587646496,22.285417556762695,2,1
114.11458587646496,22.285139083862305,Central and Western,114.11458587646496,22.285139083862305,2,1
114.11486053466797,22.285139083862305,Central and Western,114.11486053466797,22.285139083862305,2,1
114.11486053466797,22.28430557250971,Central and Western,114.11486053466797,22.28430557250971,2,1
114.11513519287121,22.28430557250971,Central and Western,114.11513519287121,22.28430557250971,2,1
114.11513519287121,22.28375053405773,Central and Western,114.11513519287121,22.28375053405773,2,1
114.11486053466797,22.28375053405773,Central and Western,114.11486053466797,22.28375053405773,2,1
114.11486053466797,22.28347206115734,Central and Western,114.11486053466797,22.28347206115734,2,1
114.1134719848634,22.28347206115734,Central and Western,114.1134719848634,22.28347206115734,2,1
114.1134719848634,22.28319358825695,Central and Western,114.1134719848634,22.28319358825695,2,1
114.1126403808596,22.28319358825695,Central and Western,114.1126403808596,22.28319358825695,2,1
114.1126403808596,22.282917022705192,Central and Western,114.1126403808596,22.282917022705192,2,1
114.11152648925793,22.282917022705192,Central and Western,114.11152648925793,22.282917022705192,2,1
114.11152648925793,22.2826385498048,Central and Western,114.11152648925793,22.2826385498048,2,1
114.11125183105469,22.2826385498048,Central and Western,114.11125183105469,22.2826385498048,2,1
114.11125183105469,22.284019470214787,Central and Western,114.11125183105469,22.284019470214787,2,1
114.11125183105469,22.28430557250971,Central and Western,114.11125183105469,22.28430557250971,2,1
114.11096954345714,22.28430557250971,Central and Western,114.11096954345714,22.28430557250971,2,1
114.11096954345714,22.284582138061523,Central and Western,114.11096954345714,22.284582138061523,2,1
114.11125183105469,22.284582138061523,Central and Western,114.11125183105469,22.284582138061523,2,1
114.11125183105469,22.284860610961914,Central and Western,114.11125183105469,22.284860610961914,2,1
114.11152648925793,22.284860610961914,Central and Western,114.11152648925793,22.284860610961914,2,1
114.11152648925793,22.284582138061523,Central and Western,114.11152648925793,22.284582138061523,2,1
114.11180877685547,22.284582138061523,Central and Western,114.11180877685547,22.284582138061523,2,1
114.11180877685547,22.285139083862305,Central and Western,114.11180877685547,22.285139083862305,2,1
114.11208343505871,22.285139083862305,Central and Western,114.11208343505871,22.285139083862305,2,1
114.11208343505871,22.284860610961914,Central and Western,114.11208343505871,22.284860610961914,2,1
114.11235809326172,22.284860610961914,Central and Western,114.11235809326172,22.284860610961914,2,1
114.11235809326172,22.285694122314453,Central and Western,114.11235809326172,22.285694122314453,2,1
114.11319732666016,22.285694122314453,Central and Western,114.11319732666016,22.285694122314453,2,1
114.11319732666016,22.285417556762695,Central and Western,114.11319732666016,22.285417556762695,2,1
114.1134719848634,22.285417556762695,Central and Western,114.1134719848634,22.285417556762695,2,1
114.1134719848634,22.285694122314453,Central and Western,114.1134719848634,22.285694122314453,2,1
114.1137466430664,22.285694122314453,Central and Western,114.1137466430664,22.285694122314453,2,1
114.17791748046886,22.283470153808594,Eastern,114.17791748046886,22.283470153808594,1,2
114.17791748046886,22.28375053405773,Eastern,114.17791748046886,22.28375053405773,1,2
114.17819213867187,22.28375053405773,Eastern,114.17819213867187,22.28375053405773,1,2
114.17819213867187,22.284582138061523,Eastern,114.17819213867187,22.284582138061523,1,2
114.17839050292969,22.284582138061523,Eastern,114.17839050292969,22.284582138061523,1,2
114.18152618408214,22.284580230712947,Eastern,114.18152618408214,22.284580230712947,1,2
114.18152618408214,22.284860610961914,Eastern,114.18152618408214,22.284860610961914,1,2
114.18264007568382,22.284860610961914,Eastern,114.18264007568382,22.284860610961914,1,2
114.18264007568382,22.285417556762695,Eastern,114.18264007568382,22.285417556762695,1,2
114.1829071044923,22.285417556762695,Eastern,114.1829071044923,22.285417556762695,1,2
114.1829071044923,22.28514099121105,Eastern,114.1829071044923,22.28514099121105,1,2
114.18319702148437,22.285139083862305,Eastern,114.18319702148437,22.285139083862305,1,2
114.18319702148437,22.285417556762695,Eastern,114.18319702148437,22.285417556762695,1,2
114.18343353271496,22.285417556762695,Eastern,114.18343353271496,22.285417556762695,1,2
114.18347167968761,22.285694122314453,Eastern,114.18347167968761,22.285694122314453,1,2
114.1840286254884,22.285694122314453,Eastern,114.1840286254884,22.285694122314453,1,2
114.1840286254884,22.285972595214844,Eastern,114.1840286254884,22.285972595214844,1,2
114.18458557128918,22.285972595214844,Eastern,114.18458557128918,22.285972595214844,1,2
114.18458557128918,22.28624916076666,Eastern,114.18458557128918,22.28624916076666,1,2
114.18486022949219,22.28624916076666,Eastern,114.18486022949219,22.28624916076666,1,2
114.18486022949219,22.28652763366705,Eastern,114.18486022949219,22.28652763366705,1,2
114.18541717529297,22.28652763366705,Eastern,114.18541717529297,22.28652763366705,1,2
114.18541717529297,22.286804199218807,Eastern,114.18541717529297,22.286804199218807,1,2
114.18653106689464,22.286804199218807,Eastern,114.18653106689464,22.286804199218807,1,2
114.18653106689464,22.28652763366705,Eastern,114.18653106689464,22.28652763366705,1,2
114.1870803833009,22.28652763366705,Eastern,114.1870803833009,22.28652763366705,1,2
114.1870803833009,22.286251068115234,Eastern,114.1870803833009,22.286251068115234,1,2
114.18791961669922,22.28624916076666,Eastern,114.18791961669922,22.28624916076666,1,2
114.18791961669922,22.28652763366705,Eastern,114.18791961669922,22.28652763366705,1,2
114.18819427490246,22.28652763366705,Eastern,114.18819427490246,22.28652763366705,1,2
114.18819427490246,22.286804199218807,Eastern,114.18819427490246,22.286804199218807,1,2
114.18846893310547,22.286804199218807,Eastern,114.18846893310547,22.286804199218807,1,2
114.18846893310547,22.288194656372127,Eastern,114.18846893310547,22.288194656372127,1,2
114.18875122070335,22.288194656372127,Eastern,114.18875122070335,22.288194656372127,1,2
114.18875122070335,22.288473129272518,Eastern,114.18875122070335,22.288473129272518,1,2
114.18885803222656,22.288473129272518,Eastern,114.18885803222656,22.288473129272518,1,2
114.18958282470714,22.288473129272518,Eastern,114.18958282470714,22.288473129272518,1,2
114.18958282470714,22.288749694824332,Eastern,114.18958282470714,22.288749694824332,1,2
114.18985748291016,22.288749694824332,Eastern,114.18985748291016,22.288749694824332,1,2
114.18985748291016,22.28902626037592,Eastern,114.18985748291016,22.28902626037592,1,2
114.19013977050793,22.28902626037592,Eastern,114.19013977050793,22.28902626037592,1,2
114.19013977050793,22.28930473327631,Eastern,114.19013977050793,22.28930473327631,1,2
114.19041442871094,22.28930473327631,Eastern,114.19041442871094,22.28930473327631,1,2
114.19041442871094,22.28958320617687,Eastern,114.19041442871094,22.28958320617687,1,2
114.19125366210949,22.28958320617687,Eastern,114.19125366210949,22.28958320617687,1,2
114.19125366210949,22.290136337280273,Eastern,114.19125366210949,22.290136337280273,1,2
114.19180297851585,22.290136337280273,Eastern,114.19180297851585,22.290136337280273,1,2
114.19180297851585,22.290418624878043,Eastern,114.19180297851585,22.290418624878043,1,2
114.19208526611328,22.290418624878043,Eastern,114.19208526611328,22.290418624878043,1,2
114.19208526611328,22.29069519042963,Eastern,114.19208526611328,22.29069519042963,1,2
114.1923599243164,22.29069519042963,Eastern,114.1923599243164,22.29069519042963,1,2
114.1923599243164,22.29124832153326,Eastern,114.1923599243164,22.29124832153326,1,2
114.19264221191406,22.29124832153326,Eastern,114.19264221191406,22.29124832153326,1,2
114.19264221191406,22.291530609130973,Eastern,114.19264221191406,22.291530609130973,1,2
114.19319152832043,22.291530609130973,Eastern,114.19319152832043,22.291530609130973,1,2
114.19319152832043,22.291805267333984,Eastern,114.19319152832043,22.291805267333984,1,2
114.19347381591797,22.291805267333984,Eastern,114.19347381591797,22.291805267333984,1,2
114.19347381591797,22.292358398437614,Eastern,114.19347381591797,22.292358398437614,1,2
114.194580078125,22.292358398437614,Eastern,114.194580078125,22.292358398437614,1,2
114.194580078125,22.292640686035156,Eastern,114.194580078125,22.292640686035156,1,2
114.19569396972656,22.292640686035156,Eastern,114.19569396972656,22.292640686035156,1,2
114.19569396972656,22.29291725158697,Eastern,114.19569396972656,22.29291725158697,1,2
